anime_id,title,status,start_date,end_date,genres,synopsis,main_picture,studios,rating,source,rank,popularity,start_year,start_month,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,genre_11
50403,Liang Bu Yi 2nd Season,finished_airing,2022-10-26,2023-04-19,"Comedy, Historical, Romance",Second season of Liang Bu Yi.,https://cdn.myanimelist.net/images/anime/1385/119524l.jpg,Paper Plane Animation Studio,pg_13,web_manga,947,8520,2022.0,10.0,Comedy, Historical, Romance,,,,,,,,
31741,Magi: Sinbad no Bouken (TV),finished_airing,2016-04-16,2016-07-02,"Action, Adventure, Fantasy, Shounen","In the small, impoverished Tison Village of the Parthevia Empire, a boy, Sinbad, is born to the jaded ex-soldier Badr and his kind-hearted wife Esra. His birth creates a radiant surge throughout the rukh, a declaration of a singularity to those who stand at the pinnacle of magical might: the ""Child of Destiny"" is here. Despite his country being plagued by economic instability and the repercussions of war, Sinbad leads a cheerful life—until a stranger's arrival shatters his peaceful world, and tragedy soon befalls him.

Years later, mysterious edifices called ""dungeons"" have been erected all over the world. Rumored to contain great power and treasures, these dungeons piqued the interest of adventurers and armies alike; though to this day, none have returned therefrom. Sinbad, now 14, has grown into a charming and talented young boy. Inspired by the shocking events of his childhood and by his father's words, he yearns to begin exploring the world beyond his village. As though orchestrated by fate, Sinbad meets an enigmatic traveler named Yunan. Stirred by Sinbad's story and ambitions, Yunan directs him to a dungeon which he claims holds the power Sinbad needs to achieve his goals—the ""power of a king.""

Magi: Sinbad no Bouken tells the epic saga of Sinbad's early life as he travels the world, honing his skill and influence, while gathering allies and power to become the High King of the Seven Seas.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/78783l.jpg,Lay-duce,pg_13,manga,948,478,2016.0,4.0,Action, Adventure, Fantasy, Shounen,,,,,,,
30885,Noragami Aragoto OVA,finished_airing,2015-11-17,2016-03-17,"Comedy, Mythology, Shounen, Supernatural","Hiyori Iki goes on a skiing trip with her parents and happens to bump into Yato and Yukine. After a short while, they find the other gods who are there for a company vacation. But amidst all the fun, someone is plotting a heinous crime, and Yato is the primary target.

On a different day, Yato’s been able to make a small fortune from his last job and decides to take Hiyori and Yukine to Capyper Land. Although she agrees without knowing the destination, will Hiyori actually enjoy the day considering what happened on her last visit?

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/11/77510l.jpg,Bones,pg_13,manga,950,977,2015.0,11.0,Comedy, Mythology, Shounen, Supernatural,,,,,,,
36796,Owarimonogatari 2nd Season Recaps,finished_airing,2017-08-12,2017-08-13,"Comedy, Mystery, Supernatural, Vampire","Two recaps aired before the first episode of the day at the time Owarimonogatari 2nd Season was airing.

Episode 0.5 (aired before Mayoi Hell) - Owari ni Mukau Monogatari (Heading Towards the End of the Story): Araragi's voice actor Hiroshi Kamiya retells events from Koyomi Vamp, Mayoi Maimai, Shinobu Time, Yotsugi Doll, Koyomi Nothing and Koyomi Dead.

Episode 4.5 (aired before Ougi Dark) - Araragi Koyomi no Monogatari (Araragi Koyomi's Story): Hanekawa's voice actor Yui Horie looks back at Araragi's past year and what happened to him throughout the series. ",https://cdn.myanimelist.net/images/anime/9/88962l.jpg,Shaft,r,light_novel,952,4508,2017.0,8.0,Comedy, Mystery, Supernatural, Vampire,,,,,,,
49889,Tsuki ga Michibiku Isekai Douchuu 2nd Season,finished_airing,2024-01-08,2024-06-24,"Action, Adventure, Comedy, Fantasy, Isekai","Despite a rough start, Makoto Misumi's life in another world takes a positive turn when he meets more demihumans who recognize his presence. Now as the leader of a fast-growing demihuman community, Makoto wishes to make human society more accepting of them and thus builds a business showcasing the demihumans' abilities. To extend his reach further, Makoto enrolls at the Rotsgard Academy to learn magic and expand his business venture there.

Meanwhile, the goddess who summoned and forsaken Makoto had brought two other people to her world shortly after sending him away, making them heroes of their respective nations. Given enough time, Makoto's path will intertwine with both of these heroes, which may cause the world to take a drastic direction.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1794/142621l.jpg,J.C.Staff,pg_13,light_novel,955,914,2024.0,1.0,Action, Adventure, Comedy, Fantasy, Isekai,,,,,,
59939,Tunshi Xingkong Movie: Xueluo Dalu,finished_airing,2024-12-07,2024-12-07,"Action, Adventure, Fantasy, Martial Arts, Sci-Fi",Synopsis not available,https://cdn.myanimelist.net/images/anime/1695/145740l.jpg,Sparkly Key Animation Studio,pg_13,novel,956,14378,2024.0,12.0,Action, Adventure, Fantasy, Martial Arts, Sci-Fi,,,,,,
52093,Trigun Stampede,finished_airing,2023-01-07,2023-03-25,"Action, Adult Cast, Adventure, Sci-Fi, Shounen","On the planet Noman's Land, reporters Meryl Stryfe and Roberto De Niro traverse the desert in search of the infamous outlaw Vash the Stampede. But the man they find near the desolate town of Jeneora Rock is a far cry from the lethal terrorist they expect. In reality, Vash is a passive and carefree drifter; he is a proponent of peace, beloved by the residents of the town. His inaccurate reputation actually stems from the widespread atrocities committed by his twin brother Knives Millions. Still, Vash is dubbed ""The Humanoid Typhoon'' due to the tendency for violent chaos to follow in his wake.

Chaos soon arrives in the form of bounty hunters seeking the high price on Vash's head, and their violent pursuit poses great danger to the town and its precious power plant. Thanks to his gunslinging prowess, Vash is able to resist most of these nefarious forces. Yet he must soon face off against the ultimate evil: the unstoppable destructive power of his malevolent brother.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1426/129194l.jpg,Orange,pg_13,manga,962,1245,2023.0,1.0,Action, Adult Cast, Adventure, Sci-Fi, Shounen,,,,,,
40615,Umibe no Étranger,finished_airing,2020-09-11,2020-09-11,Boys Love,"Shun Hashimoto is an openly gay aspiring novelist living in Okinawa who was abandoned by his parents after coming out to them. Mio Chibana is a reserved, orphaned high school student, often found spending his time by the sea. One day, the two meet on the beach, and Shun is instantly captivated by Mio. The days fly by as they slowly begin to grow closer until Mio suddenly announces that he has to leave for the mainland.

Three years pass before a 20-year-old Mio returns to Okinawa to confess his love to Shun. However, in those three years, Shun's life has changed. Will he be able to accept Mio's feelings and make such a commitment?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1668/108792l.webp,Studio Hibari,r+,manga,964,1346,2020.0,9.0,Boys Love,,,,,,,,,,
32998,91 Days,finished_airing,2016-07-09,2016-10-01,"Action, Adult Cast, Drama, Historical, Organized Crime, Suspense","As a child living in the town of Lawless, Angelo Lagusa has witnessed a tragedy: his parents and younger brother have been mercilessly slaughtered by the Vanetti mafia family. Losing everything he holds dear, he leaves both his name and hometown behind, adopting the new identity of Avilio Bruno.

Seven years later, Avilio finally has his chance for revenge when he receives a mysterious letter prompting him to return to Lawless. Obliging, he soon encounters the Vanetti don's son, Nero, and seeks to befriend him using the skills he has quietly honed for years.

Set during the Prohibition era, 91 Days tells the story of Avilio's dark, bloodstained path to vengeance, as he slowly ends each of the men involved in the killing of his family.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/13/80515l.webp,Shuka,r,original,966,281,2016.0,7.0,Action, Adult Cast, Drama, Historical, Organized Crime, Suspense,,,,,
40262,Haikyuu!! Riku vs. Kuu,finished_airing,2020-01-22,2020-01-22,"School, Shounen, Sports, Team Sports","An intense battle rages on at the Tokyo Qualifiers for the three remaining spots in the national volleyball competition. Nekoma High School, Fukurodani High School, Nohebi Academy, and Itachiyama Academy all passionately strive to participate in the tournament. Despite various issues on the court, Nekoma especially wishes to prove they are worthy of moving on to the national level. 

As the teams aim to secure their place by overcoming both their opponents and their own weaknesses, the Tokyo Qualifiers determine which teams will reign victorious and join the national competition.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1527/102671l.jpg,Production I.G,pg_13,manga,968,797,2020.0,1.0,School, Shounen, Sports, Team Sports,,,,,,,
39534,Jibaku Shounen Hanako-kun,finished_airing,2020-01-10,2020-03-27,"School, Shounen, Supernatural","The famous Seven Mysteries that every school seems to have are a staple of Japanese urban legends. One of the most well-known of these tales is that of Hanako-san: the ghost of a young girl who haunts the school's bathrooms.

Kamome Academy has its own version of Hanako-san's legend. Rumors claim that if one successfully manages to summon Hanako-san, she will grant her summoner any wish. Lured by the gossip, many people have tried to call upon her, yet every attempt has failed. However, when Nene Yashiro, a girl hoping for romantic fortune, dares to summon Hanako-san, she discovers that the rumored ""girl"" is actually a boy!

After a series of unfortunate events involving Yashiro's romantic desires, she is unwillingly entangled in the world of the supernatural, becoming Hanako-kun's assistant. Soon, she finds out about Hanako-kun's lesser-known duty: maintaining the fragile balance between mortals and apparitions.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1050/111687l.webp,Lerche,pg_13,manga,971,364,2020.0,1.0,School, Shounen, Supernatural,,,,,,,,
48926,"Komi-san wa, Comyushou desu.",finished_airing,2021-10-07,2021-12-23,"Comedy, School, Shounen","Hitohito Tadano is an ordinary boy who heads into his first day of high school with a clear plan: to avoid trouble and do his best to blend in with others. Unfortunately, he fails right away when he takes the seat beside the school's  madonna—Shouko Komi. His peers now recognize him as someone to eliminate for a chance to sit next to the most beautiful girl in class.

Gorgeous and graceful with long, dark hair, Komi is universally adored and immensely popular despite her mysterious persona. However, unbeknownst to everyone, she has crippling anxiety and a communication disorder which prevents her from wholeheartedly socializing with her classmates.

When left alone in the classroom, a chain of events forces Komi to interact with Tadano through writing on the blackboard, as if in a one-way conversation. Being the first person to realize she cannot communicate properly, Tadano picks up the chalk and begins to write as well. He eventually discovers that Komi's goal is to make one hundred friends during her time in high school. To this end, he decides to lend her a helping hand, thus also becoming her first-ever friend.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1899/117237l.jpg,OLM,pg_13,manga,972,192,2021.0,10.0,Comedy, School, Shounen,,,,,,,,
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,finished_airing,2016-06-24,2016-06-24,"Comedy, Fantasy, Isekai, Parody","While exploring Wiz's magic shop with his party, Kazuma Satou finds a magical wish-granting choker and decides to try it on. Only then does Wiz tell him that the choker strangles its wearer to death in four days unless their desires are fulfilled. This wouldn't be a problem if Kazuma knew what his wish was. Fearing for Kazuma's life, Aqua, Megumin, and Lalatina Ford ""Darkness"" Dustiness all agree to do his bidding in order to satisfy his desires and hopefully grant his wish, no matter what he asks for.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1649/98516l.webp,Studio Deen,pg_13,light_novel,973,572,2016.0,6.0,Comedy, Fantasy, Isekai, Parody,,,,,,,
50739,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,finished_airing,2023-01-07,2023-03-25,"Romance, School","Mahiru Shiina is worthy of her nickname ""Angel"": she is a divine beauty loved by all, and she excels in both academics and athletics. Shiina lives in an entirely different world from Amane Fujimiya, her next-door neighbor. Despite living so close together, they have never spoken once. But their silence is broken when Fujimiya spots Shiina gloomily sitting on a swing amidst a heavy rainstorm and lends her his umbrella. 

When Fujimiya catches a cold the next day, Shiina wishes to return the favor for the umbrella by nursing him back to health. Believing that this would be their first and last interaction, he silently appreciates her kindness. However, Shiina—who cannot help but worry about Fujimiya's lack of tidiness and proper nutrition—begins to cook and clean for him. As the unlikely pair spend time together in Fujimiya's apartment, they explore the true nature of their relationship and the gentle emotions that emerge from it.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1240/133638l.webp,Project No.9,pg_13,light_novel,975,691,2023.0,1.0,Romance, School,,,,,,,,,
37765,Kidou Senshi Gundam: Senkou no Hathaway,finished_airing,2021-06-11,2021-06-11,"Action, Drama, Mecha, Military, Sci-Fi, Space","Thanks to the sacrifices of war heroes like Amuro Ray, the Universal Century's 105th year sees an era of hard-won but short-lived peace. The Earth Federation keeps a militaristic hold on the planet and its surrounding space colonies. Although Char Aznable's rebellion against the neglectful Federation met its ultimate failure, his revolutionary philosophy of true freedom for all human beings lives on.

Despite being the son of a famous Federation commander, Hathaway Noa embodies both the undying loyalty of soldier Amuro Ray and the militant passion of rebel leader Char Aznable. Haunted by memories of Char's Rebellion, Hathaway leads a dissident faction of his own known as Mafty. He adopts the alias ""Mafty Navue Erin"" and commits acts of violence in revolt against the growing tyranny of the Federation.

After thwarting the hostile takeover of a plane by a terrorist group fraudulently claiming to be Mafty, Hathaway's secret identity is discovered by a young woman named Gigi Andalucia. Hathaway befriends both Gigi and Federation colonel Kenneth Sleg, but his double life endangers them as the armed conflict between Mafty and the Federation comes to a head.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1195/115685l.jpg,Sunrise,pg_13,novel,977,3610,2021.0,6.0,Action, Drama, Mecha, Military, Sci-Fi, Space,,,,,
32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,finished_airing,2016-12-03,2016-12-03,"Comedy, Shounen, Sports, Team Sports","The Winter Cup finals have arrived, and the Seirin High School basketball team braces itself for the game against its indomitable opponent, Rakuzan High School. With the former Generation of Miracles leader Seijuurou Akashi as their captain, Rakuzan has established itself as the unyielding emperor of the court. Akashi's innate ability, known as the Emperor Eye, allows him to predict his enemies' next move and meticulously dismantle each play, further cementing his absolute authority over the court. Seirin's ""light and shadow"" duo, Taiga Kagami and Tetsuya Kuroko, now find themselves given the ultimate test of teamwork in which they must play with the strongest synergy possible to break through Akashi's omniscience. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/80729l.jpg,Production I.G,pg_13,manga,978,3490,2016.0,12.0,Comedy, Shounen, Sports, Team Sports,,,,,,,
54764,Madogiwa no Totto-chan,finished_airing,2023-12-08,2023-12-08,"Drama, Historical, School","This engaging series of childhood recollections tells about an ideal school in Tokyo during World War II that combined learning with fun, freedom, and love. This unusual school had old railroad cars for classrooms, and it was run by an extraordinary man—its founder and headmaster, Sousaku Kobayashi—who was a firm believer in freedom of expression and activity.

(Source: Kodansha, edited)",https://cdn.myanimelist.net/images/anime/1001/139067l.jpg,Shin-Ei Animation,pg_13,book,979,9941,2023.0,12.0,Drama, Historical, School,,,,,,,,
49784,Mairimashita! Iruma-kun 3rd Season,finished_airing,2022-10-08,2023-03-04,"Comedy, Fantasy, School, Shounen","Following their heroic efforts at Walter Park, the students of the misfit class return to Babyls Demon School after their summer vacation. What awaits them is not only adoration and admiration but also the shocking revelation that, in order to stay in the luxurious Royal One classroom, the entire class must be promoted to Dalet rank before entering the second year.

As the Harvest and Music Festivals are right around the corner, there seem to be ample opportunities to rank up. Doing so will not be simple, however, as no class thus far has managed to accomplish such a feat. Hoping to give the misfit class a chance to achieve the improbable, the school appoints special tutors to aid in confronting the challenges that lie ahead.

With his sights set beyond Dalet, Iruma Suzuki decides to take strides toward the goal of ranking up, starting with gaining acknowledgement from his special tutor: the short-tempered and selfish Bachiko Barbatos.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1688/128720l.jpg,Bandai Namco Pictures,pg_13,manga,980,1214,2022.0,10.0,Comedy, Fantasy, School, Shounen,,,,,,,
28881,New Initial D Movie: Legend 2 - Tousou,finished_airing,2015-05-23,2015-05-23,"Racing, Seinen","After witnessing the race between Takumi Fujiwara's Toyota AE86 and Keisuke Takahashi's Mazda RX7, Takeshi Nakazato from the Myougi Night Kids sends out a challenge to defeat the AE86 in a downhill battle. Despite his Nissan Skyline GT-R completely outclassing the AE86, Nakazato is told that he will never beat Takumi—a statement that enrages him. Believing that grip racing is far superior to flashy drift racing, Nakazato is dead set on defeating the AE86 to prove that he is the better racer.

Thanks to Itsuki Takeuchi's hasty acceptance of the match on his behalf, Takumi is reluctant to get involved with the challenge and chooses not to race, stating that he is not a racer by any means. Overseeing the dilemma, Takumi's employer goads him into accepting. However, when Takumi returns home to get the AE86, he finds that his father has taken the car out for himself. As he waits for his father's return, Takumi begins to feel his itch to race grow ever more.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/72246l.jpg,"SANZIGEN, LIDENFILMS",pg_13,manga,981,4098,2015.0,5.0,Racing, Seinen,,,,,,,,,
54724,Nige Jouzu no Wakagimi,finished_airing,2024-07-06,2024-09-28,"Adventure, Comedy, Historical, Samurai, Shounen","Tokiyuki Houjou, a carefree eight-year-old noble, is content with the serene life in Kamakura and shows little regard for the serious responsibilities that come with his eventually succeeding his father as the next shogun. Instead of dedicating himself to rigorous training in swordsmanship or archery, Tokiyuki excels in the art of evasion, skillfully dodging his advisors and discovering perfect hiding spots. However, his peaceful existence is shattered when a sudden coup brutally wipes out his clan.

Overwhelmed with guilt for being the sole survivor, Tokiyuki contemplates joining his family in death. However, his fate takes an abrupt turn when the enigmatic priest Yorishige Suwa suddenly shoves him onto a battlefield. Yorishige, who prophesies that Tokiyuki will one day become a great hero, leaves the boy with no choice but to navigate his way free of enemy soldiers. As Tokiyuki struggles to survive against these foes, he finds a new thrill in raising the stakes of his usual hide-and-seek games.

With a renewed sense of purpose and the promise of powerful allies from Yorishige, Tokiyuki vows to avenge his family—not through his capability to fight, but through his extraordinary talent for running away.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1386/140401l.jpg,CloverWorks,r,manga,982,1498,2024.0,7.0,Adventure, Comedy, Historical, Samurai, Shounen,,,,,,
50410,One Piece Film: Red,finished_airing,2022-08-06,2022-08-06,"Action, Adventure, Award Winning, Comedy, Drama, Fantasy, Idols (Female), Shounen","As a child, Uta—the Red Hair Pirates' ex-musician and Monkey D. Luffy's childhood friend—promised that she would build a new era of freedom by performing joyful music for the world.

Luffy and the Straw Hat Crew arrive at Uta's first ever live concert, where many fans have gathered to enjoy the diva's otherworldly singing. Due to a childhood trauma, Uta bears a deep-seated hatred for pirates; her happy reunion with Luffy is cut short when she learns that he has since become one. Luffy's refusal to change his ways results in Uta unleashing her powers on the Straw Hats. The crew soon learns that their minds have already been trapped in Uta's dream world since the beginning of the concert, while their unconscious bodies remain asleep in the real world.

With time quickly running out, the Straw Hats must find a way to escape the nightmare or be trapped in Uta's dream forever.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1668/125323l.jpg,Toei Animation,pg_13,manga,984,1341,2022.0,8.0,Action, Adventure, Award Winning, Comedy, Drama, Fantasy, Idols (Female), Shounen,,,
34504,Seitokai Yakuindomo Movie,finished_airing,2017-07-21,2017-07-21,"Comedy, Gag Humor, School, Shounen","Ousai Academy was originally an all-girls high school. Due to the declining birth rates in recent years, it was converted into a co-ed school. The first year male students would find themselves surrounded by girls and unfortunately, Tsuda Takatoshi is one of them. What's worse, he gets scolded on his first day by the student council president Shino Amakusa, which did not give a good first impression of him. Tsuda also meets the other student council members while getting scolded, and in the end, he gets late for class. As an apology for ruining his morning, Shino lets him join the student council for various of ""reasons"" and he accepts it, or rather, he's forced to accept. Thus begins his days as Tsuda soon realizes that he's the only normal student in Ousai Academy...",https://cdn.myanimelist.net/images/anime/1655/114726l.jpg,GoHands,r,4_koma_manga,985,2911,2017.0,7.0,Comedy, Gag Humor, School, Shounen,,,,,,,
44196,Shanhe Jian Xin,finished_airing,2021-02-08,2021-03-15,"Action, Fantasy, Historical, Martial Arts","After being defeated by the leader of the Beimu clan, Mount Xuandu's chief disciple Shen Qiao falls off a cliff and nearly dies from his injuries. Unfortunately, the ruthless Cleansing Moon sect leader Yan Wushi, known for his cunning and skills, chances upon him and comes up with a sinister plan: turn the benevolent disciple into a vengeful cultivator who could one day become a worthy rival.

Shen Qiao is thrown headfirst into a world of betrayal and deception, contrasting with his once-strong beliefs that good could exist in everyone. As he encounters further hardships that push him to his wits' end, Shen Qiao is faced with the decision of continuing to uphold his kind nature—despite the cruel reality he has been shown—or giving in to the deceitful scheme of the spiteful Yan Wushi.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1917/112024l.jpg,Motion Magic,pg_13,novel,986,6446,2021.0,2.0,Action, Fantasy, Historical, Martial Arts,,,,,,,
36106,Shingeki no Kyojin: Lost Girls,finished_airing,2017-12-08,2018-08-09,"Action, Drama","Wall Sina, Goodbye
Annie Leonhart has a job to do—and a resulting absence that must stay off her record at all costs. With no one else to turn to, she asks her comrade Hitch Dreyse to cover for her. She agrees but puts forward a single condition: Annie must solve the fruitless missing person case Hitch was assigned. The case revolves around Carly Stratmann, a university graduate and the daughter of wealthy businessman Elliot Stratmann. With only a single day to solve the case and the underground of the Stohess District crawling with thugs, Annie must put her all into finding this girl. Yet, every answer she uncovers only leads to further questions—how has the illegal drug coderoin found its way to Stohess, what is Elliot hiding, and where has Carly disappeared to?

Lost in the Cruel World
With worry for Eren Yeager gripping her heart, Mikasa Ackerman begins to remember. She remembers her conversations with Armin Arlert, her concern for her friends, and most painfully, the time she had almost lost everything. As fear takes control, she begins to experience an alternate version of her past—some things can be changed, but are there events so inescapable that she cannot even prevent them in her dreams?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/3/89417l.jpg,Wit Studio,r,novel,988,796,2017.0,12.0,Action, Drama,,,,,,,,,
39575,Somali to Mori no Kamisama,finished_airing,2020-01-10,2020-03-27,"Adventure, Anthropomorphic, Childcare, Drama, Fantasy","In a world inhabited by demons, cyclopes, and other fantastic creatures, humans stand apart as the outcasts. Quick to anger, the human race engaged in a war that all but wiped them out. The few humans that remain are seen as a delicacy, serving no purpose but to be hunted down and eaten.

One day, a golem—a wandering protector of nature—encounters a lone human child while patrolling. Inspired by her enthusiasm, he takes the girl, named Somali, under his wing. Together, the duo embarks on a journey to find Somali's parents and bring her home.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1938/102796l.jpg,"Satelight, HORNETS",pg_13,web_manga,989,865,2020.0,1.0,Adventure, Anthropomorphic, Childcare, Drama, Fantasy,,,,,,
48849,Sonny Boy,finished_airing,2021-07-16,2021-10-01,"Award Winning, Isekai, Mystery, Super Power","Thirty-six students find themselves and their school building suddenly adrift in a void-like dimension. When supernatural powers awaken in some of them, a sense of detachment begins to divide the group. Despite the student council's attempts to impose order, they clash with the students possessing special abilities, who rebel against their strict control.

This conflict leads them to discover that this world has its own set of rules—and following them is necessary for survival. After one of the students decides to take a leap of faith, the school switches dimensions once again. While they deal with the unique challenges and circumstances that each world presents, the students must unravel the mysterious phenomenon and find a way back home.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1509/117149l.jpg,Madhouse,pg_13,original,990,755,2021.0,7.0,Award Winning, Isekai, Mystery, Super Power,,,,,,,
54918,Tokyo Revengers: Tenjiku-hen,finished_airing,2023-10-04,2023-12-27,"Action, Delinquents, Drama, Shounen, Time Travel","After succeeding in their winter conflict against Taiju Shiba and his Black Dragons, the Tokyo Manji Gang absorbs their group's remaining members. Due to his heroic courage and indomitable spirit, Takemichi Hanagaki should have accomplished his goal of defeating the tragic fate awaiting his girlfriend, Hinata Tachibana.

In reality, Takemichi's troubles are far from over. Although Takemichi's actions have exposed Tetta Kisaki's treachery, the conniving schemer has found power elsewhere: Tenjiku, a dangerous gang led by the enigmatic Izana Kurokawa. Izana sets his sights on Manjirou ""Mikey"" Sano, pursuing a vicious interest in the Tokyo Manji Gang's aloof leader.

In the future, Takemichi discovers that the machinations of Izana and Kisaki led to Mikey's moral ruin—a downfall that directly results in Hinata's death. Unfortunately, a terrible loss robs Takemichi of his time-leaping ability, stranding him in the past with one final chance to rescue everyone he loves.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1853/139843l.webp,LIDENFILMS,r,manga,992,1179,2023.0,10.0,Action, Delinquents, Drama, Shounen, Time Travel,,,,,,
53859,Wan Sheng Jie 4,finished_airing,2023-07-05,2023-07-15,"Comedy, Fantasy, Mythology, Urban Fantasy",Fourth season of Wan Sheng Jie.,https://cdn.myanimelist.net/images/anime/1567/137044l.jpg,"Fenz, HMCH",pg_13,web_manga,994,8266,2023.0,7.0,Comedy, Fantasy, Mythology, Urban Fantasy,,,,,,,
48548,5-toubun no Hanayome Movie,finished_airing,2022-05-20,2022-05-20,"Comedy, Harem, Romance, School, Shounen","Fuutarou Uesugi's efforts as the Nakano quintuplets' private tutor are finally paying off. The academic performances of the five sisters are steadily improving, and they are each closer than ever to achieving their respective dreams. However, it appears that Fuutarou has become more than a teacher for the girls, who urge him to sort out his feelings.

The undecided young man promises to make a decision by the end of the school festival. However, Fuutarou's task will not be easy, as the Nakano sisters pull out all the stops to win his heart before it is too late.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1037/122516l.jpg,Bibury Animation Studios,pg_13,manga,995,944,2022.0,5.0,Comedy, Harem, Romance, School, Shounen,,,,,,
48702,Dance Dance Danseur,finished_airing,2022-04-09,2022-06-18,"Drama, Performing Arts, Seinen","Junpei Murao's love affair with ballet began at a young age during his sister's ballet recital, when a male ballet dancer roused his interest with a gripping performance. But for Junpei, nothing could be worse than his peers finding out about his secret passion for ballet and perceiving him as effeminate. That is why he is in the soccer club, trains Jeet Kune Do, and is intent on following in his father's footsteps of becoming a stunt coordinator: all very ""manly"" activities.

When Junpei's classmate Miyako Godai spots him demonstrating an impressive kick that combines skills from ballet and Jeet Kune Do to his friends, she suddenly recruits him to join her mother's ballet studio. He resists at first, and although he has abandoned his dreams of formally pursuing ballet, nothing quite captures the euphoria that ballet elicits. After suppressing his desire to pursue ballet for so long, it is not so easy to shake off his hesitation and break free of the shackles of masculinity. Junpei has to be willing to make certain sacrifices and fully commit to ballet, all while risking losing some friends.

[Written by MAL Rewrite]
",https://cdn.myanimelist.net/images/anime/1571/121381l.jpg,MAPPA,pg_13,manga,998,2385,2022.0,4.0,Drama, Performing Arts, Seinen,,,,,,,,
40956,Enen no Shouboutai: Ni no Shou,finished_airing,2020-07-04,2020-12-12,"Action, Fantasy, Sci-Fi, Shounen, Urban Fantasy","After his confrontation in the Nether with his younger brother Shou, Shinra Kusakabe's resolve to become a hero that saves lives from the flame terror strengthens. Finding a way to turn the Infernals back into people, unraveling the mystery of the Evangelist and Adolla Burst, and saving his mother and Shou—these are the goals Shinra has in mind. However, he has come to realize that attaining these goals will not be easy, especially with the imminent danger the Evangelist poses.

The Evangelist's plan is clear: to gather the eight pillars—the individuals who possess Adolla Burst—and sacrifice them to recreate the Great Cataclysm from 250 years ago. Having been revealed by the First Pillar that the birth of a new pillar is approaching, Shinra is determined to protect his fellow pillars from the Evangelist. Thus, the fiery battle between the Special Fire Force and the Evangelist ignites. Together with the Special Fire Force, Shinra's fight continues as he uncovers the truth about the Great Cataclysm and the nature of Adolla Bursts, as well as the mysteries behind human combustion. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1673/107657l.jpg,David Production,pg_13,manga,1000,248,2020.0,7.0,Action, Fantasy, Sci-Fi, Shounen, Urban Fantasy,,,,,,
29093,Grisaia no Meikyuu: Caprice no Mayu 0,finished_airing,2015-04-12,2015-04-12,Drama,"Having attended Mihama Academy for about a year, Yuuji Kazami has seemingly found his place within the school, but he suddenly decides to pursue a promotion in CIRS. After consulting JB about his intentions, they both thoroughly examine Yuuji's documents and dissect the events of his upbringing to determine if the job is fit for him.

Meanwhile, unbeknownst to the two, the girls of Mihama uncover some torn documents in Yuuji's room. After restoring the papers, they discover the story that has formed—or perhaps broken—Yuuji into the man he is today. However, what was thought to be history has haunted him to the present, and the chains of the past begin to drag him back into the darkness...

[Written by MAL Rewrite] 
",https://cdn.myanimelist.net/images/anime/1278/112633l.jpg,8bit,r+,visual_novel,1002,1082,2015.0,4.0,Drama,,,,,,,,,,
40372,Haikyuu!! (OVA),finished_airing,2020-03-04,2020-03-04,"Shounen, Sports, Team Sports","A stop-motion anime that will bundle with the 42nd compiled book volume of Haruichi Furudate's Haikyu!! manga. Anime will have 10 short episodes featuring the Karasuno team as puppets.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1618/102929l.jpg,Unknown,pg_13,manga,1003,4048,2020.0,3.0,Shounen, Sports, Team Sports,,,,,,,,
